 ID,Company,Product,Issue,State,Submitted via,Date received,Date resolved,Timely response?,Consumer disputed?,state name,Date received.1,Date resolved.1,Resolution time(in days),Year,QTR (US FLY),Consumer disputed
1485561,Bank of America,Cartão de Crédito,Disputas de cobrança,CA,Web,07/24/2015,07/24/2015,Yes,No,California,7/24/2015,7/24/2015,0,2015,Q3,0
1874763,"Commonwealth Financial Systems, Inc.",Cobrança de Dívidas,"Modificação de empréstimo, cobrança, execução hipotecária",TX,Web,12/4/2016,12/4/2016,Yes,No,Texas,4/12/2016,4/12/2016,0,2016,Q2,0
1853841,SquareTwo Financial Corporation,Cobrança de Dívidas,Declarações ou representações falsas,,Web,03/29/2016,03/29/2016,Yes,No,,3/29/2016,3/29/2016,0,2016,Q1,0
726229,"Check into Cash, Inc.",Cobrança de Dívidas,Táticas de comunicação,CA,Phone,02/21/2014,02/24/2014,Yes,No,California,2/21/2014,2/24/2014,3,2014,Q1,0
2005158,JPMorgan Chase & Co.,Conta Bancária ou Serviço Bancário,Problemas causados por fundos insuficientes,IL,Web,9/7/2016,9/7/2016,Yes,No,Illinois,7/9/2016,7/9/2016,0,2016,Q3,0
636688,Valley National Bank,Conta Bancária ou Serviço Bancário,Problemas causados por fundos insuficientes,NY,Email,12/17/2013,12/20/2013,Yes,No,New York,12/17/2013,12/20/2013,3,2013,Q4,0
2044495,The Huntington National Bank,Conta Bancária ou Serviço Bancário,"Abertura, fechamento ou gerenciamento de conta",OH,Web,3/8/2016,3/8/2016,Yes,No,Ohio,8/3/2016,8/3/2016,0,2016,Q3,0
2164077,"Citizens Financial Group, Inc.",Conta Bancária ou Serviço Bancário,"Fazendo/recebendo pagamentos, enviando dinheiro",MI,Web,10/17/2016,10/17/2016,Yes,Yes,Michigan,10/17/2016,10/17/2016,0,2016,Q4,1
1058876,HSBC North America Holdings Inc.,Empréstimo Imobiliário,"Aplicação, originador, corretor hipotecário",NY,Web,6/10/2014,6/10/2014,Yes,Yes,New York,10/6/2014,10/6/2014,0,2014,Q4,1
1677812,"Northland Group, Inc.",Cobrança de Dívidas,Táticas de comunicação,OH,Web,1/12/2015,1/12/2015,Yes,No,Ohio,12/1/2015,12/1/2015,0,2015,Q4,0
1339584,"NetSpend Corporation,  a TSYS Company",Cartão Pré-Pago,Adicionando dinheiro,NC,Web,04/21/2015,04/24/2015,Yes,No,North Carolina,4/21/2015,4/24/2015,3,2015,Q2,0
1833492,MoneyGram,Transferências de Dinheiro,Dinheiro não estava disponível como prometido,CA,Postal mail,03/15/2016,03/25/2016,Yes,No,California,3/15/2016,3/25/2016,10,2016,Q1,0
472813,"Navient Solutions, Inc.",Empréstimo Estudantil,Pagamento do empréstimo,NY,Web,2/8/2013,5/8/2013,Yes,Yes,New York,8/2/2013,8/5/2013,3,2013,Q3,1
1114757,Santander Bank US,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",NJ,Email,11/13/2014,11/19/2014,Yes,No,New Jersey,11/13/2014,11/19/2014,6,2014,Q4,0
1303948,Ditech Financial LLC,Cobrança de Dívidas,Táticas de comunicação,TX,Web,03/27/2015,03/27/2015,Yes,No,Texas,3/27/2015,3/27/2015,0,2015,Q1,0
1191159,JPMorgan Chase & Co.,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",MA,Web,12/1/2015,12/1/2015,Yes,No,Massachusetts,1/12/2015,1/12/2015,0,2015,Q1,0
1148292,Ocwen,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",CO,Web,9/12/2014,9/12/2014,Yes,No,Colorado,12/9/2014,12/9/2014,0,2014,Q4,0
1209351,Ford Motor Credit Company,Empréstimo Pessoal,Problemas ao não conseguir pagar,NY,Web,01/26/2015,01/30/2015,Yes,No,New York,1/26/2015,1/30/2015,4,2015,Q1,0
1753221,"CMRE Financial Services, Inc.",Cobrança de Dívidas,Tomada ou ameaça de ação ilegal,CA,Web,01/22/2016,01/22/2016,Yes,No,California,1/22/2016,1/22/2016,0,2016,Q1,0
556249,Student Loan Finance Corporation,Empréstimo Estudantil,Obtendo um empréstimo,NY,Web,9/10/2013,10/31/2013,Yes,No,New York,10/9/2013,10/31/2013,22,2013,Q4,0
1254625,Quall Cardot LLP,Cobrança de Dívidas,"Modificação de empréstimo, cobrança, execução hipotecária",CA,Web,02/24/2015,02/24/2015,No,Yes,California,2/24/2015,2/24/2015,0,2015,Q1,1
401649,JPMorgan Chase & Co.,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",AR,Email,8/5/2013,8/5/2013,Yes,No,Arkansas,5/8/2013,5/8/2013,0,2013,Q2,0
1386686,"SunTrust Banks, Inc.",Empréstimo Pessoal,Busca por empréstimo ou leasing,VA,Web,05/21/2015,05/21/2015,Yes,Yes,Virginia,5/21/2015,5/21/2015,0,2015,Q2,1
1566850,"Enova International, Inc.",Empréstimo Pessoal,Gerenciamento do empréstimo ou leasing,VA,Web,09/16/2015,09/16/2015,Yes,No,Virginia,9/16/2015,9/16/2015,0,2015,Q3,0
1030544,First Federal Credit Control,Cobrança de Dívidas,Declarações ou representações falsas,OH,Phone,09/16/2014,09/19/2014,Yes,No,Ohio,9/16/2014,9/19/2014,3,2014,Q3,0
621479,Windham Professionals,Cobrança de Dívidas,Táticas de comunicação,FL,Phone,4/12/2013,5/12/2013,Yes,No,Florida,12/4/2013,12/5/2013,1,2013,Q4,0
2167053,"Shellpoint Partners, LLC",Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",CA,Web,10/18/2016,10/18/2016,Yes,Yes,California,10/18/2016,10/18/2016,0,2016,Q4,1
1923859,"Duncan Solutions, lnc.",Cobrança de Dívidas,Declarações ou representações falsas,MD,Web,05/13/2016,05/14/2016,Yes,No,Maryland,5/13/2016,5/14/2016,1,2016,Q2,0
2087658,"The Leviton Law Firm, Ltd.",Cobrança de Dívidas,Táticas de comunicação,CA,Web,08/30/2016,08/30/2016,Yes,No,California,8/30/2016,8/30/2016,0,2016,Q3,0
1809777,Transworld Systems Inc.,Cobrança de Dívidas,Declarações ou representações falsas,FL,Web,1/3/2016,1/3/2016,Yes,Yes,Florida,3/1/2016,3/1/2016,0,2016,Q1,1
1837209,American Honda Finance Corporation,Empréstimo Pessoal,Gerenciamento do empréstimo ou leasing,MI,Web,03/18/2016,03/18/2016,Yes,Yes,Michigan,3/18/2016,3/18/2016,0,2016,Q1,1
1890224,"OneMain Financial Holdings, LLC",Empréstimo Pessoal,Gerenciamento do empréstimo ou leasing,SC,Web,04/22/2016,05/18/2016,Yes,No,South Carolina,4/22/2016,5/18/2016,26,2016,Q2,0
1677590,Grant & Weber,Cobrança de Dívidas,Tomada ou ameaça de ação ilegal,AZ,Web,1/12/2015,1/12/2015,Yes,No,Arizona,12/1/2015,12/1/2015,0,2015,Q4,0
1160552,Regions Financial Corporation,Conta Bancária ou Serviço Bancário,Depósitos e saques,GA,Email,12/17/2014,12/17/2014,Yes,No,Georgia,12/17/2014,12/17/2014,0,2014,Q4,0
1554172,Nationstar Mortgage,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",CO,Web,7/9/2015,8/9/2015,Yes,Yes,Colorado,9/7/2015,9/8/2015,1,2015,Q3,1
1527932,"Select Portfolio Servicing, Inc",Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",FL,Web,08/20/2015,08/20/2015,Yes,No,Florida,8/20/2015,8/20/2015,0,2015,Q3,0
905393,Citibank,Cartão de Crédito,Determinação de crédito,CA,Web,06/21/2014,06/21/2014,Yes,Yes,California,6/21/2014,6/21/2014,0,2014,Q2,1
621265,Wells Fargo & Company,Conta Bancária ou Serviço Bancário,Problemas causados por fundos insuficientes,IL,Phone,4/12/2013,5/12/2013,Yes,No,Illinois,12/4/2013,12/5/2013,1,2013,Q4,0
1872074,Nationstar Mortgage,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",TX,Web,9/4/2016,9/4/2016,Yes,No,Texas,4/9/2016,4/9/2016,0,2016,Q2,0
2029751,JPMorgan Chase & Co.,Empréstimo Imobiliário,"Aplicação, originador, corretor hipotecário",CT,Web,07/26/2016,07/26/2016,Yes,Yes,Connecticut,7/26/2016,7/26/2016,0,2016,Q3,1
1421877,Premier Recovery Group,Cobrança de Dívidas,Tomada ou ameaça de ação ilegal,TX,Web,06/15/2015,06/15/2015,No,No,Texas,6/15/2015,6/15/2015,0,2015,Q2,0
806788,HSBC North America Holdings Inc.,Cartão de Crédito,Taxa de juros ou APR,WI,Email,04/14/2014,04/17/2014,Yes,No,Wisconsin,4/14/2014,4/17/2014,3,2014,Q2,0
744930,Bank of America,Cartão de Crédito,Disputas de cobrança,CA,Web,5/3/2014,5/3/2014,Yes,No,California,3/5/2014,3/5/2014,0,2014,Q1,0
883821,Synchrony Financial,Cartão de Crédito,Emissão não solicitada de cartão de crédito,NY,Web,6/6/2014,6/6/2014,Yes,No,New York,6/6/2014,6/6/2014,0,2014,Q2,0
1984194,AES/PHEAA,Empréstimo Estudantil,Lidando com meu credor ou agente,CO,Web,06/24/2016,06/24/2016,Yes,Yes,Colorado,6/24/2016,6/24/2016,0,2016,Q2,1
2079543,Fifth Third Financial Corporation,Cobrança de Dívidas,"Modificação de empréstimo, cobrança, execução hipotecária",MS,Postal mail,08/24/2016,08/29/2016,Yes,No,Mississippi,8/24/2016,8/29/2016,5,2016,Q3,0
971911,Wells Fargo & Company,Empréstimo Estudantil,Lidando com meu credor ou agente,NE,Web,6/8/2014,6/8/2014,Yes,No,Nebraska,8/6/2014,8/6/2014,0,2014,Q3,0
1544033,Citibank,Cartão de Crédito,Disputas de cobrança,OH,Web,08/30/2015,08/30/2015,Yes,No,Ohio,8/30/2015,8/30/2015,0,2015,Q3,0
1293765,HSBC North America Holdings Inc.,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",NY,Web,03/20/2015,03/23/2015,Yes,No,New York,3/20/2015,3/23/2015,3,2015,Q1,0
2067965,"Afni, Inc.",Cobrança de Dívidas,"Modificação de empréstimo, cobrança, execução hipotecária",MS,Web,08/17/2016,08/17/2016,Yes,No,Mississippi,8/17/2016,8/17/2016,0,2016,Q3,0
1743208,Citibank,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",IL,Email,01/15/2016,01/20/2016,Yes,No,Illinois,1/15/2016,1/20/2016,5,2016,Q1,0
1798510,Ocwen,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",CA,Email,02/23/2016,02/25/2016,Yes,No,California,2/23/2016,2/25/2016,2,2016,Q1,0
978265,"Enova International, Inc.",Empréstimo Consignado,Não consigo contatar o credor,CO,Web,11/8/2014,11/8/2014,Yes,No,Colorado,8/11/2014,8/11/2014,0,2014,Q3,0
561102,TD Bank US Holding Company,Empréstimo Imobiliário,"Aplicação, originador, corretor hipotecário",PA,Web,10/17/2013,10/21/2013,Yes,No,Pennsylvania,10/17/2013,10/21/2013,4,2013,Q4,0
685453,"SunTrust Banks, Inc.",Conta Bancária ou Serviço Bancário,"Abertura, fechamento ou gerenciamento de conta",GA,Email,01/24/2014,3/2/2014,Yes,No,Georgia,1/24/2014,2/3/2014,10,2014,Q1,0
1734485,Bank of America,Conta Bancária ou Serviço Bancário,"Abertura, fechamento ou gerenciamento de conta",DC,Email,8/1/2016,11/1/2016,Yes,No,District of Columbia,1/8/2016,1/11/2016,3,2016,Q1,0
1066793,Synchrony Financial,Cartão de Crédito,Publicidade e marketing,OH,Phone,10/10/2014,10/16/2014,Yes,No,Ohio,10/10/2014,10/16/2014,6,2014,Q4,0
647048,Ocwen,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",AZ,Web,12/27/2013,01/13/2014,Yes,Yes,Arizona,12/27/2013,1/13/2014,17,2013,Q4,1
1705490,Nations Direct Mortgage LLC,Empréstimo Imobiliário,"Aplicação, originador, corretor hipotecário",CA,Web,12/16/2015,12/16/2015,Yes,Yes,California,12/16/2015,12/16/2015,0,2015,Q4,1
1376467,"Wilber and Associates, P.C.",Cobrança de Dívidas,Táticas de comunicação,WA,Web,05/14/2015,05/14/2015,Yes,No,Washington,5/14/2015,5/14/2015,0,2015,Q2,0
1924944,"Capital Management Services, LP",Cobrança de Dívidas,"Modificação de empréstimo, cobrança, execução hipotecária",NC,Email,05/13/2016,05/13/2016,Yes,No,North Carolina,5/13/2016,5/13/2016,0,2016,Q2,0
1262273,Ally Financial Inc.,Empréstimo Pessoal,Contratação de empréstimo ou leasing,TN,Web,1/3/2015,1/3/2015,Yes,No,Tennessee,3/1/2015,3/1/2015,0,2015,Q1,0
1530756,Wells Fargo & Company,Conta Bancária ou Serviço Bancário,"Abertura, fechamento ou gerenciamento de conta",TX,Phone,08/21/2015,08/24/2015,Yes,No,Texas,8/21/2015,8/24/2015,3,2015,Q3,0
1966309,Bank of America,Conta Bancária ou Serviço Bancário,Uso de cartão de débito ou caixa eletrônico,CA,Web,06/14/2016,06/14/2016,Yes,Yes,California,6/14/2016,6/14/2016,0,2016,Q2,1
1380641,"Navient Solutions, Inc.",Cobrança de Dívidas,Táticas de comunicação,ND,Web,05/18/2015,05/19/2015,Yes,Yes,North Dakota,5/18/2015,5/19/2015,1,2015,Q2,1
453314,JPMorgan Chase & Co.,Empréstimo Imobiliário,Processo de liquidação e custos,OR,Web,10/7/2013,11/7/2013,Yes,No,Oregon,7/10/2013,7/11/2013,1,2013,Q3,0
1836876,Citibank,Cartão de Crédito,Proteção de cartão de crédito / Dívida,NV,Web,03/17/2016,03/21/2016,Yes,Yes,Nevada,3/17/2016,3/21/2016,4,2016,Q1,1
2066047,"NetSpend Corporation,  a TSYS Company",Cartão Pré-Pago,Transações não autorizadas / Problemas de transação,TX,Web,08/16/2016,08/18/2016,Yes,No,Texas,8/16/2016,8/18/2016,2,2016,Q3,0
1149275,Nationstar Mortgage,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",CA,Web,9/12/2014,9/12/2014,Yes,No,California,12/9/2014,12/9/2014,0,2014,Q4,0
736012,Ocwen,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",DC,Web,02/27/2014,02/27/2014,Yes,No,District of Columbia,2/27/2014,2/27/2014,0,2014,Q1,0
1507600,Ocwen,Cobrança de Dívidas,Táticas de comunicação,FL,Web,7/8/2015,08/14/2015,Yes,Yes,Florida,8/7/2015,8/14/2015,7,2015,Q3,1
1562995,"Citizens Financial Group, Inc.",Conta Bancária ou Serviço Bancário,"Abertura, fechamento ou gerenciamento de conta",VA,Web,09/14/2015,09/14/2015,Yes,No,Virginia,9/14/2015,9/14/2015,0,2015,Q3,0
2049720,Citibank,Conta Bancária ou Serviço Bancário,"Abertura, fechamento ou gerenciamento de conta",CA,Web,6/8/2016,6/8/2016,Yes,No,California,8/6/2016,8/6/2016,0,2016,Q3,0
927680,"Cavalry Investments, LLC",Cobrança de Dívidas,Declarações ou representações falsas,NY,Web,8/7/2014,8/7/2014,Yes,Yes,New York,7/8/2014,7/8/2014,0,2014,Q3,1
438463,Bank of America,Conta Bancária ou Serviço Bancário,Problemas causados por fundos insuficientes,PA,Web,06/20/2013,8/7/2013,Yes,No,Pennsylvania,6/20/2013,7/8/2013,18,2013,Q2,0
524977,JPMorgan Chase & Co.,Empréstimo Pessoal,Gerenciamento do empréstimo ou leasing,CA,Email,12/9/2013,12/9/2013,Yes,No,California,9/12/2013,9/12/2013,0,2013,Q3,0
1097248,Amex,Cartão de Crédito,Disputas de cobrança,FL,Web,1/11/2014,1/11/2014,Yes,Yes,Florida,11/1/2014,11/1/2014,0,2014,Q4,1
482855,Wells Fargo & Company,Conta Bancária ou Serviço Bancário,Depósitos e saques,TX,Phone,7/8/2013,8/8/2013,Yes,No,Texas,8/7/2013,8/8/2013,1,2013,Q3,0
384884,GM Financial,Empréstimo Pessoal,Busca por empréstimo ou leasing,AR,Web,04/17/2013,04/18/2013,Yes,No,Arkansas,4/17/2013,4/18/2013,1,2013,Q2,0
801519,Nationstar Mortgage,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",KS,Web,9/4/2014,9/4/2014,Yes,No,Kansas,4/9/2014,4/9/2014,0,2014,Q2,0
1533175,Bank of America,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",CT,Web,08/24/2015,08/27/2015,Yes,Yes,Connecticut,8/24/2015,8/27/2015,3,2015,Q3,1
1375816,Round Point Mortgage,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",WA,Phone,05/14/2015,05/14/2015,Yes,Yes,Washington,5/14/2015,5/14/2015,0,2015,Q2,1
441162,Ocwen,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",MD,Web,06/25/2013,06/27/2013,Yes,No,Maryland,6/25/2013,6/27/2013,2,2013,Q2,0
516039,Bank of America,Cartão de Crédito,Roubo de identidade / Fraude / Desfalque,CA,Web,5/9/2013,5/9/2013,Yes,No,California,9/5/2013,9/5/2013,0,2013,Q3,0
685494,"Citizens Financial Group, Inc.",Conta Bancária ou Serviço Bancário,"Abertura, fechamento ou gerenciamento de conta",IL,Email,01/25/2014,4/2/2014,Yes,Yes,Illinois,1/25/2014,2/4/2014,10,2014,Q1,1
368073,JPMorgan Chase & Co.,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",CA,Email,03/28/2013,03/29/2013,Yes,No,California,3/28/2013,3/29/2013,1,2013,Q1,0
1638275,"Altisource Portfolio Solutions, S.Ã  r.l.",Empréstimo Imobiliário,Decisão de crédito / Subscrição,CA,Web,3/11/2015,4/11/2015,Yes,No,California,11/3/2015,11/4/2015,1,2015,Q4,0
572454,Bank of America,Conta Bancária ou Serviço Bancário,Problemas causados por fundos insuficientes,TX,Web,10/25/2013,10/25/2013,Yes,Yes,Texas,10/25/2013,10/25/2013,0,2013,Q4,1
1486931,"I.Q. Data International, Inc.",Cobrança de Dívidas,Declarações ou representações falsas,CO,Web,07/25/2015,07/25/2015,Yes,No,Colorado,7/25/2015,7/25/2015,0,2015,Q3,0
808122,Bank of America,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",AZ,Email,04/14/2014,04/17/2014,Yes,No,Arizona,4/14/2014,4/17/2014,3,2014,Q2,0
1275793,PNC Bank N.A.,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",KS,Web,10/3/2015,10/3/2015,Yes,No,Kansas,3/10/2015,3/10/2015,0,2015,Q1,0
1543830,JPMorgan Chase & Co.,Conta Bancária ou Serviço Bancário,Uso de cartão de débito ou caixa eletrônico,AR,Email,08/30/2015,08/31/2015,Yes,No,Arkansas,8/30/2015,8/31/2015,1,2015,Q3,0
1548485,PHH Mortgage,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",VA,Web,2/9/2015,2/9/2015,Yes,Yes,Virginia,9/2/2015,9/2/2015,0,2015,Q3,1
1796083,Amex,Conta Bancária ou Serviço Bancário,"Fazendo/recebendo pagamentos, enviando dinheiro",MO,Phone,02/19/2016,02/22/2016,Yes,No,Missouri,2/19/2016,2/22/2016,3,2016,Q1,0
2003836,Discover,Cartão de Crédito,Problema de transação,OH,Email,8/7/2016,11/7/2016,Yes,No,Ohio,7/8/2016,7/11/2016,3,2016,Q3,0
844573,Ocwen,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",TX,Web,8/5/2014,8/5/2014,Yes,No,Texas,5/8/2014,5/8/2014,0,2014,Q2,0
464378,JPMorgan Chase & Co.,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",CA,Web,07/23/2013,07/25/2013,Yes,No,California,7/23/2013,7/25/2013,2,2013,Q3,0
1799299,Bank of America,Conta Bancária ou Serviço Bancário,Problemas causados por fundos insuficientes,NC,Email,02/24/2016,02/24/2016,Yes,No,North Carolina,2/24/2016,2/24/2016,0,2016,Q1,0
1547619,Bank of America,Conta Bancária ou Serviço Bancário,Depósitos e saques,GA,Web,1/9/2015,1/9/2015,Yes,No,Georgia,9/1/2015,9/1/2015,0,2015,Q3,0
1511099,Capital One,Cobrança de Dívidas,"Modificação de empréstimo, cobrança, execução hipotecária",TX,Web,10/8/2015,10/8/2015,Yes,No,Texas,8/10/2015,8/10/2015,0,2015,Q3,0
1255833,"TransUnion Intermediate Holdings, Inc.",Relatório de Crédito,Investigação da empresa de relatório de crédito,DE,Web,02/25/2015,02/25/2015,Yes,No,Delaware,2/25/2015,2/25/2015,0,2015,Q1,0
1201342,Nationstar Mortgage,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",NE,Web,01/21/2015,01/21/2015,Yes,No,Nebraska,1/21/2015,1/21/2015,0,2015,Q1,0
2039612,Webster Bank,Conta Bancária ou Serviço Bancário,Problemas causados por fundos insuficientes,MA,Phone,1/8/2016,1/8/2016,Yes,No,Massachusetts,8/1/2016,8/1/2016,0,2016,Q3,0
474204,Experian,Relatório de Crédito,Monitoramento de crédito ou proteção de identidade,CA,Web,07/29/2013,07/29/2013,Yes,No,California,7/29/2013,7/29/2013,0,2013,Q3,0
1292860,Allied Interstate LLC,Cobrança de Dívidas,Táticas de comunicação,TX,Email,03/20/2015,03/26/2015,Yes,No,Texas,3/20/2015,3/26/2015,6,2015,Q1,0
390784,JPMorgan Chase & Co.,Cartão de Crédito,Recompensas,CA,Web,04/24/2013,04/25/2013,Yes,Yes,California,4/24/2013,4/25/2013,1,2013,Q2,1
1920906,"PayPal Holdings, Inc.",Conta Bancária ou Serviço Bancário,"Abertura, fechamento ou gerenciamento de conta",IL,Web,11/5/2016,11/5/2016,Yes,No,Illinois,5/11/2016,5/11/2016,0,2016,Q2,0
886512,First Data Corporation,Conta Bancária ou Serviço Bancário,"Abertura, fechamento ou gerenciamento de conta",AK,Phone,9/6/2014,11/6/2014,Yes,No,Alaska,6/9/2014,6/11/2014,2,2014,Q2,0
1950969,Citibank,Conta Bancária ou Serviço Bancário,"Abertura, fechamento ou gerenciamento de conta",CA,Web,2/6/2016,2/6/2016,Yes,Yes,California,6/2/2016,6/2/2016,0,2016,Q2,1
1792559,Wells Fargo & Company,Conta Bancária ou Serviço Bancário,Depósitos e saques,MS,Email,02/18/2016,02/22/2016,Yes,No,Mississippi,2/18/2016,2/22/2016,4,2016,Q1,0
895524,"Diversified Adjustment Service, Inc.",Cobrança de Dívidas,Táticas de comunicação,WI,Web,06/14/2014,06/14/2014,Yes,No,Wisconsin,6/14/2014,6/14/2014,0,2014,Q2,0
243272,Bank of America,Cartão de Crédito,Disputas de cobrança,OH,Email,01/18/2013,01/22/2013,Yes,Yes,Ohio,1/18/2013,1/22/2013,4,2013,Q1,1
399143,"Navient Solutions, Inc.",Empréstimo Estudantil,Problemas ao não conseguir pagar,MD,Web,6/5/2013,6/5/2013,Yes,No,Maryland,5/6/2013,5/6/2013,0,2013,Q2,0
1641374,FirstBank of Puerto Rico,Conta Bancária ou Serviço Bancário,"Fazendo/recebendo pagamentos, enviando dinheiro",FL,Email,5/11/2015,6/11/2015,Yes,No,Florida,11/5/2015,11/6/2015,1,2015,Q4,0
1353737,BB&T Financial,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",VA,Web,04/29/2015,04/29/2015,Yes,No,Virginia,4/29/2015,4/29/2015,0,2015,Q2,0
563907,JPMorgan Chase & Co.,Conta Bancária ou Serviço Bancário,"Abertura, fechamento ou gerenciamento de conta",CA,Web,10/19/2013,10/21/2013,Yes,Yes,California,10/19/2013,10/21/2013,2,2013,Q4,1
2069158,"I.Q. Data International, Inc.",Cobrança de Dívidas,Táticas de comunicação,GA,Web,08/17/2016,08/27/2016,Yes,No,Georgia,8/17/2016,8/27/2016,10,2016,Q3,0
1579570,Bank of America,Cartão de Crédito,Disputas de cobrança,NY,Web,09/24/2015,09/25/2015,Yes,Yes,New York,9/24/2015,9/25/2015,1,2015,Q3,1
679673,Amex,Cartão de Crédito,Aumento/redução da linha de crédito,MO,Web,01/22/2014,01/22/2014,Yes,No,Missouri,1/22/2014,1/22/2014,0,2014,Q1,0
1968882,Bank of America,Empréstimo Imobiliário,Processo de liquidação e custos,TX,Web,06/14/2016,06/14/2016,Yes,No,Texas,6/14/2016,6/14/2016,0,2016,Q2,0
772259,Nationstar Mortgage,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",CA,Web,03/21/2014,03/21/2014,Yes,No,California,3/21/2014,3/21/2014,0,2014,Q1,0
1285881,Equifax,Relatório de Crédito,Investigação da empresa de relatório de crédito,NJ,Web,03/17/2015,03/23/2015,Yes,No,New Jersey,3/17/2015,3/23/2015,6,2015,Q1,0
1434781,Equifax,Relatório de Crédito,Incapaz de obter relatório de crédito/score,VA,Postal mail,06/23/2015,06/26/2015,Yes,No,Virginia,6/23/2015,6/26/2015,3,2015,Q2,0
879523,Equifax,Relatório de Crédito,Investigação da empresa de relatório de crédito,MD,Web,3/6/2014,3/6/2014,Yes,No,Maryland,6/3/2014,6/3/2014,0,2014,Q2,0
1263061,"National Credit Systems,Inc.",Cobrança de Dívidas,Declarações ou representações falsas,GA,Postal mail,2/3/2015,03/16/2015,Yes,No,Georgia,3/2/2015,3/16/2015,14,2015,Q1,0
1487569,Bank of America,Empréstimo Imobiliário,"Serviço do empréstimo, pagamentos, conta garantia (escrow)",NY,Web,07/27/2015,07/28/2015,Yes,Yes,New York,7/27/2015,7/28/2015,1,2015,Q3,1
772388,JPMorgan Chase & Co.,Empréstimo Pessoal,Gerenciamento do empréstimo ou leasing,OK,Web,03/21/2014,03/28/2014,Yes,No,Oklahoma,3/21/2014,3/28/2014,7,2014,Q1,0
695445,Capital One,Cartão de Crédito,Arbitragem,CA,Web,1/2/2014,01/31/2014,Yes,No,California,2/1/2014,1/31/2014,-1,2014,Q1,0
1949741,"Hunter Warfield, Inc.",Cobrança de Dívidas,"Modificação de empréstimo, cobrança, execução hipotecária",MD,Web,1/6/2016,1/6/2016,Yes,Yes,Maryland,6/1/2016,6/1/2016,0,2016,Q2,1
1231545,JPMorgan Chase & Co.,Cartão de Crédito,Transferência de saldo,CA,Email,9/2/2015,10/2/2015,Yes,No,California,2/9/2015,2/10/2015,1,2015,Q1,0
381434,"Navient Solutions, Inc.",Empréstimo Estudantil,Pagamento do empréstimo,AZ,Web,04/13/2013,04/16/2013,Yes,Yes,Arizona,4/13/2013,4/16/2013,3,2013,Q2,1
1494123,Discover,Cartão de Crédito,Atendimento ao cliente / Relações com o cliente,NJ,Web,07/30/2015,07/30/2015,Yes,Yes,New Jersey,7/30/2015,7/30/2015,0,2015,Q3,1
1332451,Citibank,Conta Bancária ou Serviço Bancário,Problemas causados por fundos insuficientes,NY,Web,04/16/2015,04/16/2015,Yes,No,New York,4/16/2015,4/16/2015,0,2015,Q2,0
553154,"Kansas Counselors of Kansas City, Inc.",Cobrança de Dívidas,Táticas de comunicação,OK,Web,5/10/2013,7/10/2013,Yes,Yes,Oklahoma,10/5/2013,10/7/2013,2,2013,Q4,1
480011,"TransUnion Intermediate Holdings, Inc.",Relatório de Crédito,Investigação da empresa de relatório de crédito,FL,Web,07/19/2013,07/19/2013,Yes,Yes,Florida,7/19/2013,7/19/2013,0,2013,Q3,1
